title,follower_numbers,total_price,unit_price,build_time,region,house_type,floor,house_area,house_type_structure,inside_area,building_type,orientation,building_structure,decoration,users/elevator,elevator,listing_time,transaction_ownership,last_transaction_time,house_use,house_years,ownership,mortgage_info,room_spare_parts,house_verification_code,house_label
此房高楼层，采光好，无遮挡，使用面积大,31,164.5,17773,2015,洪山,3室2厅1厨1卫,高楼层 (共34层),92.56㎡,平层,74.31㎡,板楼,南 北,钢混结构,精装,两梯四户,有,2021-04-19,商品房,2019-11-20,普通住宅,未满两年,非共有,有抵押 24万元 建设银行 业主自还,已上传房本照片,20210422gvf0c,"VR房源,随时看房"
两梯三户，带暖气大四房，产证满二，诚心急售！,8,238.0,16802,2014,洪山,4室2厅1厨2卫,低楼层 (共27层),141.65㎡,平层,110.35㎡,板楼,东 南 北,钢混结构,简装,两梯三户,有,2021-05-24,商品房,2017-10-27,普通住宅,满两年,非共有,无抵押,已上传房本照片,20191226qXtTm,"VR看装修,房本满两年,随时看房"
此房房型方正，出行方便，采光好，诚意出售。,1,120.0,16043,2004,洪山,2室2厅1厨1卫,低楼层 (共7层),74.8㎡,暂无数据,65.25㎡,板楼,东南,混合结构,简装,一梯两户,无,2021-05-25,商品房,2012-12-31,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210525aEgYt,房本满五年
"南北通透边户大三房，无遮挡，双阳台,位置好",30,230.0,18387,未知年建,青山,3室2厅1厨2卫,中楼层 (共33层),125.09㎡,平层,101.52㎡,板塔结合,南 北,钢混结构,精装,两梯四户,有,2021-03-18,商品房,2017-08-19,普通住宅,满两年,共有,有抵押 185万元 建设银行 业主自还,已上传房本照片,20210319V48EL,"VR房源,房本满两年"
米兰映象精装两房 高楼层 满二,1,206.0,23632,2011,东湖高新,2室2厅1厨1卫,高楼层 (共33层),87.17㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,2021-05-24,商品房,2017-10-13,普通住宅,满两年,非共有,无抵押,已上传房本照片,20191230sZVYr,"VR看装修,房本满两年,随时看房"
多层洋房 方正大三房 满二 业主急售,0,125.0,11963,2005,江夏,3室2厅1厨1卫,中楼层 (共5层),104.49㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,2021-05-25,商品房,2016-07-19,普通住宅,满两年,共有,有抵押 30万元 / 业主自还,已上传房本照片,20210511GHtiA,"VR看装修,房本满两年"
星悦城华廷实用性2房次新小区环境优美老证交通方便,30,145.0,19577,2016,江岸,2室2厅1厨1卫,低楼层 (共31层),74.07㎡,平层,55.85㎡,塔楼,西南,钢混结构,精装,三梯六户,有,2021-02-20,商品房,2018-04-19,普通住宅,满两年,非共有,无抵押,已上传房本照片,20210226Nylld,"VR看装修,房本满两年"
此房满五唯一 ，视野开阔、采光充足,8,127.0,16806,未知年建,汉阳,2室1厅1厨1卫,中楼层 (共8层),75.57㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯两户,无,2021-04-06,商品房,2006-07-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210302eEbSa,"VR看装修,房本满五年"
房子是70年产权的商品房 产证已经满2年了，后期税少,0,95.0,23279,2008,洪山,1室0厅1厨1卫,低楼层 (共26层),40.81㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯二十户,有,2021-05-28,商品房,2018-07-31,普通住宅,满两年,非共有,无抵押,已上传房本照片,20210528DYsa0 ,"地铁,房本满两年"
房东诚心出售，看房子提前联系，，，，，，,2,88.0,9936,未知年建,蔡甸,2室2厅1厨1卫,中楼层 (共17层),88.57㎡,平层,暂无数据,板楼,南,混合结构,其他,两梯五户,有,2021-05-22,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,20210524FJd6F,VR看装修
中国核建锦城  品质小区  证满税低  诚心售房有钥匙,0,128.0,9801,2018,蔡甸,3室2厅1厨2卫,中楼层 (共33层),130.6㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,两梯四户,有,2021-05-25,商品房,2019-06-03,普通住宅,未满两年,共有,有抵押 48万元 农行 客户偿还,已上传房本照片,	2020011082J1U,VR房源
业主诚心出售...............,1,179.0,13723,2013,东西湖,3室2厅1厨2卫,高楼层 (共30层),130.44㎡,暂无数据,暂无数据,板楼,东南,钢混结构,毛坯,两梯四户,有,2021-05-24,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,20210412nB4Do,
两证满2年，客厅朝南，主卧朝南，采光好进门带露台,25,251.9,18494,2014,洪山,3室2厅1厨2卫,低楼层 (共32层),136.21㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,有,2019-11-19,商品房,2017-07-31,普通住宅,满两年,非共有,无抵押,已上传房本照片,20200103EEhP2,"VR看装修,房本满两年"
此房满五唯一格局合理，视野宽阔，采光充足，生活便利,0,225.0,18439,未知年建,武昌,3室2厅1厨1卫,高楼层 (共8层),122.03㎡,暂无数据,107.45㎡,板塔结合,南,钢混结构,精装,一梯四户,无,2021-05-25,商品房,2009-04-21,普通住宅,满五年,共有,有抵押 20万元 光大银行 业主自还,已上传房本照片,20210527ifKBQ,房本满五年
小区环境优质，人车分流，适合居家,22,137.0,17758,2017,江岸,2室1厅1厨1卫,中楼层 (共34层),77.15㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,有,2021-04-22,商品房,2018-03-22,普通住宅,满两年,非共有,有抵押 27万元 招商银行 客户偿还,已上传房本照片,20210314jBseX,"VR看装修,房本满两年"
此房位置好户型方正，三房朝南，采光好，小区楼间距大,108,137.9,14587,未知年建,东湖高新,3室2厅1厨1卫,低楼层 (共30层),94.54㎡,平层,94.54㎡,板楼,南 北,钢混结构,精装,两梯四户,有,2021-02-06,商品房,2019-08-07,普通住宅,未满两年,非共有,有抵押 90万元 工商银行 客户偿还,已上传房本照片,20210221a677Q,"VR看装修,随时看房"
顶琇国际城 3室2厅 南 北,0,280.0,21706,2017,江汉,3室2厅1厨2卫,高楼层 (共47层),129㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,有,2021-05-25,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 60万元 客户偿还,未上传房本照片,20200514Ot5v3,
粮道街二室一厅，精装修，可以直接入住，业主诚心出售,1,140.0,20601,未知年建,武昌,2室1厅1厨1卫,中楼层 (共8层),67.96㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,简装,一梯四户,无,2021-05-25,商品房,2019-09-26,普通住宅,未满两年,共有,有抵押 47万元 工商银行,已上传房本照片,20210526E3Dg0,
实地君兰汀岸 3室2厅 南,0,90.0,10113,2019,沌口开发区,3室2厅1厨1卫,中楼层 (共33层),89㎡,暂无数据,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,2021-05-28,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 25万元,未上传房本照片,2021052851ByR,
恒大名都 3室1厅 北 南,1,135.0,12464,2016,黄陂,3室1厅1厨2卫,中楼层 (共32层),108.32㎡,暂无数据,86.79㎡,塔楼,北 南,钢混结构,其他,两梯四户,有,2021-05-22,商品房,2014-09-17,普通住宅,满五年,非共有,暂无数据,已上传房本照片,20210523FG6PQ,"房本满五年,随时看房"
汉口花园四期 三居室 保养不错 南北通透 满五唯一,6,197.2,17500,2008,江岸,3室2厅1厨1卫,中楼层 (共11层),112.69㎡,平层,93.51㎡,塔楼,南 北,钢混结构,简装,两梯两户,有,2021-05-22,商品房,2015-05-03,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210522jNyjJ,"地铁,VR房源,房本满五年"
泰合百花公园高层大两房诚心出售 老证税少 看房方便,0,136.0,14008,2002,沌口开发区,2室2厅1厨2卫,高楼层 (共6层),97.09㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯四户,无,2021-05-22,商品房,2006-08-14,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200905kn9Fu,"地铁,VR房源,房本满五年"
南北通透，楼层高采光高，业主诚心出售，看房方便,2,287.0,18938,2005,东湖高新,3室2厅1厨2卫,中楼层 (共11层),151.55㎡,平层,128.84㎡,板楼,南 北,钢混结构,精装,一梯两户,有,2021-05-25,商品房,2019-09-20,普通住宅,未满两年,共有,有抵押 业主自还,已上传房本照片,20210525sHx0w,
伟鹏苑 3室2厅 南,2,298.0,23946,2004,武昌,3室2厅1厨2卫,中楼层 (共13层),124.45㎡,暂无数据,106.97㎡,板楼,南,钢混结构,精装,一梯两户,有,2021-05-25,商品房,2021-05-25,普通住宅,未满两年,共有,有抵押 30万元 公积金贷款 客户偿还,已上传房本照片,2021052522GfQ,
南北朝向，高楼层，采光足，视野开阔,0,240.0,19546,2017,汉阳,3室2厅1厨2卫,中楼层 (共34层),122.79㎡,平层,118㎡,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,2021-05-24,商品房,2021-02-12,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20210524mD5WQ,"地铁,VR房源,随时看房"
江城明珠经典户型两房两厅诚心出售，看房方便,1,105.0,12734,未知年建,汉阳,2室2厅1厨1卫,低楼层 (共33层),82.46㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,2021-05-22,拆迁还建房,2021-04-27,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20210521rR67D,VR看装修
诚心急售 随时看 通透大三房 户型方正无浪费 临江滩,2,235.0,18389,未知年建,青山,3室1厅1厨2卫,低楼层 (共32层),127.8㎡,平层,99.4㎡,板楼,南 北,钢混结构,毛坯,两梯四户,有,2021-05-24,商品房,2020-11-26,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20210401MDk94,"VR看装修,随时看房"
新小区，新环境，湖边大两居，纯毛坯，刚需,1,118.0,13155,2017,江夏,2室1厅1厨1卫,高楼层 (共32层),89.7㎡,平层,暂无数据,板楼,东南,钢混结构,毛坯,两梯四户,有,2021-05-24,商品房,2019-06-21,普通住宅,未满两年,非共有,有抵押 48万元 客户偿还,已上传房本照片,20210402a5EQT,VR看装修
东方明珠 2室2厅 南,0,188.0,18119,2007,江岸,2室2厅1厨1卫,低楼层 (共18层),103.76㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,2021-05-29,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 24万元 中信银行 客户偿还,未上传房本照片,202105294enNN ,
东亭花园 3室1厅 南,1,165.0,17165,2001,武昌,3室1厅1厨1卫,高楼层 (共7层),96.13㎡,暂无数据,85.95㎡,板楼,南,混合结构,简装,一梯三户,无,2021-05-22,商品房,2004-02-20,普通住宅,满五年,共有,无抵押,已上传房本照片,202105236snTt,"地铁,房本满五年"
房东诚心售楼层好采光好南北通透可拎包入住晾晒方便,0,175.0,13213,未知年建,洪山,3室2厅2厨1卫,高楼层 (共32层),132.45㎡,暂无数据,暂无数据,暂无数据,南,钢混结构,简装,两梯四户,有,2021-05-29,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,202105294Yi0X,随时看房
无后期满五大两房！三环内有地铁！看房随时！看过来！,0,106.0,13400,2010,洪山,2室1厅1厨1卫,低楼层 (共11层),79.11㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,暂无数据,2021-05-24,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,20210325F5wg8,VR看装修
保利华都小户型一居室、楼层采光好、精装修拎包入住,3,204.9,36525,2009,洪山,1室1厅1厨1卫,高楼层 (共29层),56.1㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,四梯十五户,有,2021-05-25,商品房,2021-05-25,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20210429iaHWo,
三金华都 3室2厅 南 北,1,320.0,25063,2012,江汉,3室2厅1厨2卫,中楼层 (共32层),127.68㎡,暂无数据,100.51㎡,板楼,南 北,钢混结构,其他,两梯三户,有,2021-05-29,商品房,2013-09-29,普通住宅,满五年,共有,无抵押,已上传房本照片,202105298077J,"地铁,房本满五年"
环境优美  高层 采光好 业主诚售!,0,115.0,14097,2015,江夏,2室2厅1厨1卫,中楼层 (共25层),81.58㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯四户,有,2021-05-24,商品房,2020-07-08,普通住宅,未满两年,共有,有抵押 20万元 建行 客户偿还,已上传房本照片,20210527qCTml ,"VR房源,随时看房"
岳家嘴内环边精装修 地铁4号线8号线 满两年 公摊小,0,175.0,22008,2008,洪山,3室1厅1厨1卫,高楼层 (共18层),79.52㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,2021-05-22,商品房,2019-06-13,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202105261EU2c,
自住精装温馨，直接入住，产证满二，三面采光，离湖近,1,70.0,12622,2006,江夏,1室1厅1厨1卫,高楼层 (共7层),55.46㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯三户,无,2021-05-22,商品房,2018-03-07,普通住宅,满两年,非共有,有抵押 10万元 银行 业主自还,已上传房本照片,20210522VYwIq,"VR房源,房本满两年"
大华南湖公园世家二期 2室2厅 南,0,210.0,22789,2009,洪山,2室2厅1厨1卫,低楼层 (共30层),92.15㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,2021-05-29,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 42万元 f,未上传房本照片,20200918nY1Ro,
双地铁 幸福时代 温馨装修两房 老证 业主诚心出售,3,173.0,20861,2011,江岸,2室2厅1厨1卫,低楼层 (共32层),82.93㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-05-25,商品房,2018-07-18,普通住宅,满两年,非共有,有抵押 45万元 工商银行黄埔支行 客户偿还,已上传房本照片,20210525lige4,"地铁,VR看装修,房本满两年,随时看房"
阳台朝南三房 楼层户型俱佳 交通便利,1,180.0,19892,未知年建,汉阳,3室2厅1厨1卫,中楼层 (共34层),90.49㎡,暂无数据,暂无数据,板楼,东南,钢混结构,其他,两梯五户,有,2021-05-23,商品房,2020-10-21,普通住宅,未满两年,非共有,有抵押 中国银行 业主自还,已上传房本照片,20210527kdVKQ,
老证 带暖气 二次精装 南北通 无贷款 采光好无遮挡,9,305.5,22804,2016,江岸,4室2厅1厨2卫,低楼层 (共32层),133.97㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,两梯四户,有,2021-05-23,商品房,2019-01-31,普通住宅,满两年,非共有,无抵押,已上传房本照片,20200728B6JLc,"VR看装修,房本满两年"
：此房老证，精装修，视野开阔，景观房，东南朝向，,0,180.0,20184,2012,东西湖,2室1厅1厨1卫,中楼层 (共32层),89.18㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,三梯八户,有,2021-05-23,商品房,2013-05-28,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210525B1sXs,"VR房源,房本满五年"
本房满无唯一      精装两房    南北朝向    拎包入住,1,90.0,10062,2011,黄陂,2室1厅1厨1卫,低楼层 (共11层),89.45㎡,平层,71.24㎡,板塔结合,南,钢混结构,精装,一梯两户,有,2021-05-23,商品房,2015-07-29,普通住宅,满五年,共有,有抵押 29万元 工行,已上传房本照片,20210222YuxWK,"VR看装修,房本满五年"
广埠屯武大南门东湖边电梯小区大四房,0,450.0,28795,未知年建,洪山,4室2厅1厨2卫,低楼层 (共15层),156.28㎡,暂无数据,128.6㎡,塔楼,南 北,钢混结构,简装,两梯六户,有,2021-05-23,商品房,2015-05-07,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210526xwDhD,房本满五年
金色华府小区 电梯通透四居室 户型方正 采光及楼层好,6,699.0,44227,2007,江岸,4室2厅1厨2卫,高楼层 (共31层),158.05㎡,平层,158㎡,板楼,南 北,钢混结构,精装,两梯四户,有,2021-05-23,商品房,2017-06-14,普通住宅,满两年,共有,无抵押,已上传房本照片,20210524EkjaS,"地铁,VR看装修,房本满两年"
汤逊湖畔，保利高层，自住精装，包车位,0,176.0,15921,2017,江夏,3室2厅1厨2卫,高楼层 (共27层),110.55㎡,暂无数据,80.4㎡,板楼,东南 南,钢混结构,精装,两梯四户,有,2021-05-23,商品房,2021-05-23,普通住宅,未满两年,共有,有抵押 29万元 中国建设银行 业主自还,已上传房本照片,20210524btflH,随时看房
碧桂园生态城观澜 3室2厅 南,2,188.0,16996,2016,东湖高新,3室2厅1厨2卫,低楼层 (共11层),110.62㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,2021-05-22,商品房,2017-11-16,普通住宅,满两年,共有,有抵押 110万元 暂不清楚 业主自还,已上传房本照片,20210527vKQwb,"VR看装修,房本满两年"
中间楼层，视野宽阔，采光充足。,0,200.0,25807,未知年建,武昌,2室1厅1厨1卫,中楼层 (共7层),77.5㎡,暂无数据,66.44㎡,暂无数据,南,未知结构,其他,一梯两户,暂无数据,2021-05-22,商品房,2010-09-20,普通住宅,满五年,共有,无抵押,已上传房本照片,20210526YZWYf,房本满五年
装修现状：居家装修，保养的很好,0,103.0,13253,2011,硚口,2室2厅1厨1卫,低楼层 (共15层),77.72㎡,平层,77.72㎡,板楼,南 北,钢混结构,简装,两梯七户,有,2021-05-22,商品房,2021-05-10,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20210526HMYVa	,"VR房源,随时看房"
二十四街小区 1室1厅 南 北,0,62.0,15148,1998,青山,1室1厅1厨0卫,低楼层 (共5层),40.93㎡,平层,40㎡,板楼,南 北,钢混结构,简装,一梯四户,无,2021-05-23,商品房,1998-06-23,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210222isCVA,"VR看装修,房本满五年"
